Unifier ID,Project Name,Description,County,Corridor,Category,Estimated Cost,Unfunded Amount,Status,Readiness,Design Percent,Modes,Year Needed,Fatalities 5yr,Serious Injuries 5yr,High Crash Location,Disadvantaged Community,Rural,Environmental Justice,Tags
UNF-3598,T202569163 Bear Complete Streets — SR 273 Town Center,"Lane reallocation, bicycle facilities, and pedestrian lighting on SR 273 through Bear town center (Group A).",New Castle,SR 273,complete-streets,4860000,4013290,partially-funded,construction-ready,90,auto; pedestrian; bicycle,2028,0,5,false,false,false,false,complete-streets; bike-ped; equity; safety
UNF-3599,T202669200 US 301 Bridge Culvert Replacement — Claymont,Replace a deteriorated culvert on US 301 MP 11.3 near Claymont to restore hydraulic capacity and legal loads.,New Castle,US 301,bridge,3860000,3843257,unfunded,final-design,83,auto; freight,2029,1,15,true,true,false,false,bridge; culvert; scour; state-of-good-repair
UNF-3600,T202769237 New Castle Adaptive Signal System — SR 82,"Adaptive signal control, detection, and communications along SR 82 MP 41.6 in New Castle.",New Castle,SR 82,signals,3520000,2843838,unfunded,preliminary-design,22,auto; transit,2025,1,7,false,false,false,false,signal; operations; congestion; safety
UNF-3601,T202269274 Kenton School Zone and Speed Management,"School-zone flashers, gateway treatments, and speed management on local streets feeding SR 299 in Kenton.",Kent,SR 299,safety,3670000,3586291,unfunded,final-design,84,auto; pedestrian,2028,6,27,true,false,true,false,safety; school; speed-management; lighting
UNF-3602,T202369311 SR 52 Lane Departure Countermeasures — Bear,"Rumble strips, high-friction surface treatment, and curve warning upgrades on SR 52 MP 9.6 near Bear.",New Castle,SR 52,safety,8880000,7146933,unfunded,preliminary-design,26,auto,2026,2,16,true,true,false,false,lane-departure; rural; high-friction; systemic; safety
UNF-3603,T202469348 SR 26 Bridge Culvert Replacement — Glasgow,Replace a deteriorated culvert on SR 26 MP 33.0 near Glasgow to restore hydraulic capacity and legal loads.,New Castle,SR 26,bridge,10260000,8723603,unfunded,row,49,auto; freight,2027,0,8,false,false,true,false,bridge; culvert; scour; state-of-good-repair
UNF-3604,T202569385 Viola Local Road Safety Plan,Data-driven local road safety plan for Viola identifying a high-injury network and proven countermeasures.,Kent,US 40,planning,880000,874793,unfunded,final-design,70,auto; pedestrian,2025,1,17,true,true,false,false,safety-plan; data-driven; planning
UNF-3605,T202669422 Hockessin Slope Stabilization — SR 54 MP 41.9,"Embankment repair, drainage, and slope stabilization on SR 54 near Hockessin after repeated washouts.",New Castle,SR 54,resilience,5310000,4032815,unfunded,preliminary-design,33,auto,2025,0,10,false,true,true,false,slope; drainage; resilience; geotech
UNF-3606,T202769459 Leipsic Community Charging Hub — SR 8,Public DC fast charging adjacent to SR 8 serving Leipsic residents without home charging.,Kent,SR 8,ev-charging,3730000,3591231,unfunded,planning,19,auto,2025,0,2,false,false,true,false,ev; equity; community; charging
UNF-3607,T202269496 Bethel Local Road Safety Plan,Data-driven local road safety plan for Bethel identifying a high-injury network and proven countermeasures.,Sussex,SR 300,planning,470000,367832,unfunded,row,38,auto; pedestrian,2029,1,10,false,true,false,false,safety-plan; data-driven; planning
UNF-3608,T202369533 US 202 ITS Camera and Fiber — Cheswold Phase 1,"CCTV, fiber interconnect, and TMC integration on US 202 MP 2.0 serving Cheswold and Kent County operations.",Kent,US 202,signals,6870000,6525399,unfunded,row,53,auto,2025,0,5,false,true,true,false,its; operations; congestion; signal
UNF-3609,T202469570 SR 1 Bridge Preservation — Frankford Group B,"Deck overlay, joint replacement, and scour countermeasures on the SR 1 bridge near Frankford (MP 29.3).",Sussex,SR 1,bridge,29870000,25239166,partially-funded,construction-ready,95,auto; freight,2026,0,4,false,false,true,false,bridge; preservation; state-of-good-repair
UNF-3610,T202569607 SR 2 Bridge Preservation — Hartly Group A,"Deck overlay, joint replacement, and scour countermeasures on the SR 2 bridge near Hartly (MP 6.7).",Kent,SR 2,bridge,9700000,9179909,unfunded,planning,16,auto; freight,2026,1,13,false,true,true,false,bridge; preservation; state-of-good-repair
UNF-3611,T202669644 SR 92 Guardrail and End Treatment Upgrade — Camden,Replace outdated guardrail and end treatments on SR 92 MP 22.8 near Camden to current MASH standards.,Kent,SR 92,safety,3730000,3513848,unfunded,row,43,auto,2026,2,14,true,false,true,false,guardrail; safety; roadside; systemic
UNF-3612,T202769681 Edgemoor Slope Stabilization — DE 1 MP 16.2,"Embankment repair, drainage, and slope stabilization on DE 1 near Edgemoor after repeated washouts.",New Castle,DE 1,resilience,2660000,2152592,unfunded,preliminary-design,26,auto,2025,1,16,true,true,true,false,slope; drainage; resilience; geotech
UNF-3613,T202269718 Frankford Sidewalk and Crossing Gap Closure — I-295,"Fill sidewalk gaps and add high-visibility crossings along I-295 MP 40.3 in Frankford, with ADA curb ramps.",Sussex,I-295,bike-ped,1690000,1617470,unfunded,planning,16,pedestrian; bicycle,2025,1,5,false,false,true,false,pedestrian; ada; crossing; vru
UNF-3614,T202369755 SR 299 Bridge Culvert Replacement — St. Georges,Replace a deteriorated culvert on SR 299 MP 12.3 near St. Georges to restore hydraulic capacity and legal loads.,New Castle,SR 299,bridge,11920000,11733355,unfunded,row,36,auto; freight,2025,0,3,false,true,false,true,bridge; culvert; scour; state-of-good-repair
UNF-3615,T202469792 Frederica School Zone and Speed Management,"School-zone flashers, gateway treatments, and speed management on local streets feeding SR 10 in Frederica.",Kent,SR 10,safety,1920000,1454308,unfunded,row,59,auto; pedestrian,2028,3,13,true,false,false,true,safety; school; speed-management; lighting
UNF-3616,T202569829 Henlopen Acres Complete Streets — SR 10 Town Center,"Lane reallocation, bicycle facilities, and pedestrian lighting on SR 10 through Henlopen Acres town center (Group A).",Sussex,SR 10,complete-streets,10260000,8653116,partially-funded,row,58,auto; pedestrian; bicycle,2026,1,6,false,true,true,false,complete-streets; bike-ped; equity; safety
UNF-3617,T202669866 US 301 Concrete Pavement Restoration — Leipsic,"Slab repair, diamond grinding, and joint resealing on US 301 MP 13.6 in Kent County near Leipsic.",Kent,US 301,pavement,5220000,4163208,unfunded,construction-ready,85,auto,2028,1,10,false,false,true,true,pavement; concrete; preservation
UNF-3618,T202769903 Milford Local Road Safety Plan,Data-driven local road safety plan for Milford identifying a high-injury network and proven countermeasures.,Sussex,SR 30,planning,850000,849815,partially-funded,construction-ready,87,auto; pedestrian,2025,0,6,false,false,true,false,safety-plan; data-driven; planning
UNF-3619,T202269940 SR 30 Pavement Rehab — Dover FY27,Mill and overlay of deteriorated SR 30 lanes through Dover (MP 15.7) to restore ride quality. Limited safety or equity components.,Kent,SR 30,pavement,9870000,9498930,unfunded,final-design,72,auto,2028,0,5,false,true,false,false,pavement; preservation; state-of-good-repair
UNF-3620,T202369977 SR 1 ITS Camera and Fiber — Bethany Beach Southbound,"CCTV, fiber interconnect, and TMC integration on SR 1 MP 37.9 serving Bethany Beach and Sussex County operations.",Sussex,SR 1,signals,2100000,1921276,unfunded,planning,6,auto,2029,1,5,false,true,true,false,its; operations; congestion; signal
UNF-3621,T202470014 Rehoboth Beach School Zone and Speed Management,"School-zone flashers, gateway treatments, and speed management on local streets feeding US 202 in Rehoboth Beach.",Sussex,US 202,safety,1790000,1415471,unfunded,preliminary-design,22,auto; pedestrian,2026,3,24,true,true,true,false,safety; school; speed-management; lighting
UNF-3622,T202570051 SR 10 Drainage and Flood Mitigation — Dagsboro,Stormwater upgrades and roadway raising where SR 10 MP 23.2 floods near Dagsboro.,Sussex,SR 10,resilience,27470000,25152397,unfunded,preliminary-design,26,auto,2026,0,9,false,false,true,false,flood; drainage; resilience
UNF-3623,T202670088 Bear Truck Route Geometric Improvements — US 301,Widen turning radii and upgrade shoulders for freight movements on US 301 MP 9.4 near Bear.,New Castle,US 301,freight,15960000,14937140,partially-funded,row,48,freight; auto,2026,1,14,false,false,false,true,freight; geometry; shoulders
UNF-3624,T202770125 SR 8 Pavement Rehab — Greenville Phase 2,Mill and overlay of deteriorated SR 8 lanes through Greenville (MP 20.4) to restore ride quality. Limited safety or equity components.,New Castle,SR 8,pavement,9450000,8190955,unfunded,final-design,60,auto,2026,0,6,false,false,false,false,pavement; preservation; state-of-good-repair
UNF-3625,T202270162 SR 273 Drainage and Flood Mitigation — Bear,Stormwater upgrades and roadway raising where SR 273 MP 21.7 floods near Bear.,New Castle,SR 273,resilience,9320000,7373684,unfunded,row,56,auto,2028,0,13,false,true,true,false,flood; drainage; resilience
UNF-3626,T202370199 Kenton Adaptive Signal System — SR 300,"Adaptive signal control, detection, and communications along SR 300 MP 24.9 in Kenton.",Kent,SR 300,signals,5840000,4890648,unfunded,construction-ready,87,auto; transit,2025,0,2,false,true,false,false,signal; operations; congestion; safety
UNF-3627,T202470236 Rising Sun Slope Stabilization — SR 141 MP 27.2,"Embankment repair, drainage, and slope stabilization on SR 141 near Rising Sun after repeated washouts.",Kent,SR 141,resilience,13070000,10080081,unfunded,construction-ready,87,auto,2029,1,13,false,true,true,false,slope; drainage; resilience; geotech
UNF-3628,T202570273 Middletown Adaptive Signal System — SR 4,"Adaptive signal control, detection, and communications along SR 4 MP 38.0 in Middletown.",New Castle,SR 4,signals,8560000,7934077,unfunded,preliminary-design,29,auto; transit,2025,1,8,false,true,false,false,signal; operations; congestion; safety
UNF-3629,T202670310 SR 16 Drainage and Flood Mitigation — Camden,Stormwater upgrades and roadway raising where SR 16 MP 29.5 floods near Camden.,Kent,SR 16,resilience,6610000,6314850,unfunded,row,36,auto,2026,0,3,false,false,true,false,flood; drainage; resilience
UNF-3630,T202770347 Odessa Complete Streets — SR 54 Town Center,"Lane reallocation, bicycle facilities, and pedestrian lighting on SR 54 through Odessa town center (Group A).",New Castle,SR 54,complete-streets,7590000,6836479,unfunded,row,49,auto; pedestrian; bicycle,2027,2,11,true,true,true,false,complete-streets; bike-ped; equity; safety
UNF-3631,T202270384 Little Creek Community Charging Hub — SR 2,Public DC fast charging adjacent to SR 2 serving Little Creek residents without home charging.,Kent,SR 2,ev-charging,1580000,1479002,unfunded,row,50,auto,2025,0,9,false,false,true,false,ev; equity; community; charging
UNF-3632,T202370421 Odessa Slope Stabilization — SR 2 MP 20.5,"Embankment repair, drainage, and slope stabilization on SR 2 near Odessa after repeated washouts.",New Castle,SR 2,resilience,7430000,6126787,unfunded,planning,16,auto,2026,1,6,false,true,false,false,slope; drainage; resilience; geotech
UNF-3633,T202470458 Ocean View Sidewalk and Crossing Gap Closure — SR 273,"Fill sidewalk gaps and add high-visibility crossings along SR 273 MP 35.3 in Ocean View, with ADA curb ramps.",Sussex,SR 273,bike-ped,5540000,4276446,unfunded,row,51,pedestrian; bicycle,2029,0,10,false,true,false,false,pedestrian; ada; crossing; vru
UNF-3634,T202570495 Slaughter Beach Slope Stabilization — SR 7 MP 26.8,"Embankment repair, drainage, and slope stabilization on SR 7 near Slaughter Beach after repeated washouts.",Sussex,SR 7,resilience,10130000,8606746,partially-funded,row,58,auto,2025,1,9,false,false,true,false,slope; drainage; resilience; geotech
UNF-3635,T202670532 US 40 Pavement Rehab — Milton Group A,Mill and overlay of deteriorated US 40 lanes through Milton (MP 25.0) to restore ride quality. Limited safety or equity components.,Sussex,US 40,pavement,15930000,15297018,unfunded,final-design,79,auto,2028,0,12,false,true,true,false,pavement; preservation; state-of-good-repair
UNF-3636,T202770569 Hockessin DART Stop and Access Improvements — SR 18,"Accessible pads, shelters, lighting, and sidewalk connections to DART stops on SR 18 in Hockessin.",New Castle,SR 18,transit,4360000,4187837,partially-funded,row,54,transit; pedestrian,2027,0,11,false,false,false,true,transit; equity; pedestrian; ada
UNF-3637,T202270606 Lewes DART Stop and Access Improvements — SR 71,"Accessible pads, shelters, lighting, and sidewalk connections to DART stops on SR 71 in Lewes.",Sussex,SR 71,transit,4510000,3390588,unfunded,planning,5,transit; pedestrian,2026,1,12,false,false,false,false,transit; equity; pedestrian; ada
UNF-3638,T202370643 US 113 Intersection Safety Package — Magnolia Southbound,"Systemic safety package at US 113 MP 2.1 serving Magnolia: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Kent,US 113,safety,4960000,3979232,unfunded,preliminary-design,25,auto; pedestrian,2026,1,5,false,true,true,true,intersection; signal; safety; pedestrian; high-crash
UNF-3639,T202470680 SR 24 Pavement Rehab — Little Creek Phase 1,Mill and overlay of deteriorated SR 24 lanes through Little Creek (MP 16.2) to restore ride quality. Limited safety or equity components.,Kent,SR 24,pavement,16220000,13257064,partially-funded,final-design,84,auto,2026,0,0,false,true,true,true,pavement; preservation; state-of-good-repair
UNF-3640,T202570717 SR 26 Drainage and Flood Mitigation — Millsboro,Stormwater upgrades and roadway raising where SR 26 MP 17.7 floods near Millsboro.,Sussex,SR 26,resilience,26540000,20557439,unfunded,construction-ready,98,auto,2029,0,8,false,false,true,false,flood; drainage; resilience
UNF-3641,T202670754 US 13 Intersection Safety Package — Gumboro Northbound,"Systemic safety package at US 13 MP 32.6 serving Gumboro: signal upgrades, left-turn protection, lighting, and pedestrian intervals.",Sussex,US 13,safety,15850000,13514133,unfunded,preliminary-design,25,auto; pedestrian,2029,6,28,true,true,true,false,intersection; signal; safety; pedestrian; high-crash
UNF-3642,T202770791 Houston School Zone and Speed Management,"School-zone flashers, gateway treatments, and speed management on local streets feeding SR 58 in Houston.",Kent,SR 58,safety,3080000,2435065,unfunded,final-design,81,auto; pedestrian,2026,5,20,true,true,true,true,safety; school; speed-management; lighting
UNF-3643,T202270828 SR 92 Bridge Culvert Replacement — Little Creek,Replace a deteriorated culvert on SR 92 MP 4.5 near Little Creek to restore hydraulic capacity and legal loads.,Kent,SR 92,bridge,3050000,2867652,unfunded,planning,6,auto; freight,2027,1,5,false,false,true,false,bridge; culvert; scour; state-of-good-repair
UNF-3644,T202370865 Magnolia DART Stop and Access Improvements — SR 299,"Accessible pads, shelters, lighting, and sidewalk connections to DART stops on SR 299 in Magnolia.",Kent,SR 299,transit,5220000,4029045,unfunded,planning,13,transit; pedestrian,2027,1,15,true,true,true,true,transit; equity; pedestrian; ada
